url,title,views,likes,dislikes,channel_name,publish_date,channel_subscriber_count
https://www.youtube.com/watch?v=LmvKBfSfVn4,Neymar vs Valencia Home HD 1080i (03/02/2016) by 1900FCBFreak,14260058,45067,4492,1900FCBFreak7,Feb 5 2016,165K
https://www.youtube.com/watch?v=yKFNvrlkjzM,"El Clasico - Mejores Peleas, Faltas y Tarjetas Rojas",5611402,20358,2351,Joga Sport,Jun 23 2017,823K
https://www.youtube.com/watch?v=NuMUWLxo8_M,Football Respect l Beautiful Moments 2018,733205,6096,188,WeLoveFootball,Feb 23 2018,348K
https://www.youtube.com/watch?v=2n_xIl1xuFI,Momentos mas Divertidos en el Banco de Suplentes,11379374,55855,3970,Joga Sport,Jun 26 2017,823K
https://www.youtube.com/watch?v=SPQbewtlChg,ElClásico - Resumen de FC Barcelona vs Real Madrid (2-2),4383517,26496,3200,LaLiga,May 6 2018,2.6M
https://www.youtube.com/watch?v=Tt8LLrwHOgk,Odias a Lionel Messi? Mira este video y cambiaras de opinión #2,143351,4460,136,Edson FDB,Apr 5 2018,537K
https://www.youtube.com/watch?v=zFFtBM990GQ,Football Respect ● Beautiful Moments,21431396,158911,3056,FEEL MY STYLE,Feb 1 2015,1.8M
https://www.youtube.com/watch?v=m02w1CGrsqg,Boeing 747 Worst Crosswind Storm Landings Takeoffs Touch and Go,10651886,12606,4519,AVIATION 101,May 12 2016,19K
https://www.youtube.com/watch?v=hgXZQfHySDw,NIVIRO - Memes [NCS Release],2255778,60028,1420,NoCopyrightSounds,May 3 2018,17M
https://www.youtube.com/watch?v=N-4zBATomnc,Momentos más Graciosos del Fútbol | Animales en el Fútbol,2246618,12262,961,RedConectate,Apr 30 2017,403K
https://www.youtube.com/watch?v=KqDpCmtMhEE,Los Momentos más Hermosos del Fútbol 2018 ● Football Respect,14703437,125035,5325,Joga Sport,Dec 26 2017,823K
https://www.youtube.com/watch?v=pj2qgryVECg,10 Atajadas de Guillermo Ochoa  HD,3437077,22335,1810,adrian futbool,Jan 9 2018,24K
https://www.youtube.com/watch?v=x4Ykiiv2y_w,"Football Referees - Funny, Fails, Bloopers ● HD",2024240,5843,952,ShishiR,Jan 18 2018,299K
https://www.youtube.com/watch?v=EKOwnGG-Bno,25 TRICKS WITH FRUITS AND VEGGIES,5782833,35531,3948,5-Minute Crafts,Jun 7 2018,25M
https://www.youtube.com/watch?v=ugAUMbceVNU,15 Puzzles That Will Keep You Up All Night,3632044,28756,14931,BRIGHT SIDE,Jun 21 2018,13M
https://www.youtube.com/watch?v=ywGTyla4VOI,"Futbolistas Famosos Que Se Disfrazaron: Ronaldinho, Cristiano Ronaldo, Zlatan Ibrahimovic y Etc",10198309,67883,6059,Dream Style Football,May 8 2018,204K
https://www.youtube.com/watch?v=OpR4H34d8Ew,David De Gea vs Arsenal - 14 SAVES - Crazy Goalkeeper,361113,2009,258,Saviola,Dec 5 2017,28K
https://www.youtube.com/watch?v=ARr-he6yN4o,Best Goalkeepers - De Gea ● Neuer ● Buffon ● Navas ● Courtois ● Ter Stegen ● Lloris | HD,2786734,18445,1092,Nino Productions,Nov 23 2017,202K
https://www.youtube.com/watch?v=T3wpJES0o8I,10 Gols Perdidos Mais Humilhantes Na História Do Futebol,1478781,17411,1959,Os Melhores Tops,Oct 13 2017,773K
https://www.youtube.com/watch?v=Oa1WzQFp3Hc,8 Times Cristiano Ronaldo Made The Whole World Admire Him,3787755,58196,3494,SportsHD,Jun 1 2018,1.1M
https://www.youtube.com/watch?v=8eKFP2udBHE,Defesas Lendárias 2017,2786739,48082,1512,SportsHD,May 12 2017,1.1M
https://www.youtube.com/watch?v=WMAbWffUk1E,Marcelo Vieira Crazy Skills 2018,992468,5902,330,mr bundesteam,Feb 6 2018,660K
https://www.youtube.com/watch?v=avjO1kNniYk,Guillermo Ochoa (Resume) Vs F.C Barcelona 10/29/2016 HD*,1518682,8258,886,CineFutbol By Scarlos,Oct 30 2016,11K
https://www.youtube.com/watch?v=lavdJlgnloc,Paris Saint-Germain ● TOP 40 Goals 2017/2018,1579313,18000,736,MNcompsJR,May 22 2018,576K
https://www.youtube.com/watch?v=iUYKITeNVQ8,Neymar inventa novo drible jamais feito em campo !,5052204,94762,8085,Neymagico,Feb 9 2018,703K
https://www.youtube.com/watch?v=6oAwQ3kkcfI,GOLS QUE VOCÊ SONHA EM FAZER,278324,7698,186,Levi Skills,May 28 2018,
https://www.youtube.com/watch?v=Zo4bmkosxG8,TENTE NÃO RIR COM ESSES CARAS ZUANDO NO TREINO!!!!,4060696,49945,2238,World Futebol Oficial,Oct 12 2017,310K
https://www.youtube.com/watch?v=YH90DX-6rxA,15 Legendary Fastest Football Sprints ● Insane Speed and Acceleration,8301479,34277,4594,HeilRJ Football Channel,Aug 26 2017,628K
https://www.youtube.com/watch?v=OsNW_KXop3s,BARBEROS NIVEL DIOS #77 QUE?!,1722914,13892,1309,PIER LEMANCH,May 19 2018,70K
https://www.youtube.com/watch?v=QL6GebpCGoA,Cristiano Ronaldo 2018 Dribbling Skills & Goals for Real Madrid 2017/18,1643838,11590,566,FBDSS CR7,Oct 2 2017,16K
https://www.youtube.com/watch?v=vgszoxablHk,Los Mejores Pases En La Historia Del Fútbol | Asistencias Inteligentes,1186858,7738,445,CapitánNegro,Apr 26 2017,309K
https://www.youtube.com/watch?v=vnly8kUbak8,Dribles Mágicos Do Futsal 4 || HD,1634531,27640,738,Victor Produções,May 6 2018,548K
https://www.youtube.com/watch?v=BCpNUVdymXM,TE DESAFIO A ASSISTIR ESTE VÍDEO POR 10 MINUTOS !!,5670897,63364,7952,G4films,Jun 20 2017,175K
https://www.youtube.com/watch?v=DQ81_xwyHMg,Os Melhores Dribles de 2018 ● Pura Loucura,157016,5041,83,Victor Produções,May 10 2018,548K
https://www.youtube.com/watch?v=GlB9jwBKbDo,Marcelo Top 33 Mind-blowing Skill Moves,1748411,14251,621,mr bundesteam,Sep 18 2017,660K
https://www.youtube.com/watch?v=1__uEhndImY,Cristiano Ronaldo 2018 ● Goals & Skills || HD 🇵🇹⚽️,2040059,10972,625,SportVideosMM,Feb 16 2018,253K
https://www.youtube.com/watch?v=WAei1symK4c,JOGADORES MITANDO NOS TREINOS,553988,12889,350,Levi Skills,Apr 10 2018,
https://www.youtube.com/watch?v=YtyElwdVrMM,TOP 10 ●  Los MEJORES REGATEADORES del FÚTBOL ●  2016/2017- HD,3993792,26237,4429,SK SPORTS,Sep 9 2017,259K
https://www.youtube.com/watch?v=r9-RVqtLVfw,Thiago Messi vs Cristiano Ronaldo Jr | LifeStyle & Funny Moments | HD,3127165,13289,1391,Top 10 Today,Jan 3 2018,
https://www.youtube.com/watch?v=THMVm-FD27s,Thiago Messi vs Cristiano Ronaldo Jr ● Fashion Style ● HD,2128037,15678,1167,Top 10 Today,Jan 16 2018,
https://www.youtube.com/watch?v=UIjTeIDWwE4,"Heung-Min Son Family, Biography, Income, Cars And LifeStyle",1608818,5757,644,Top 10 Today,Oct 16 2017,
https://www.youtube.com/watch?v=2yPWTIF59z8,"Marcus Rashford Family, Biography, Income, Cars, House And LifeStyle",441016,2251,240,Top 10 Today,Nov 10 2017,
https://www.youtube.com/watch?v=0B2waDeTWW4,Hottest Tottenham Hotspur WAGs 2017/18 - Who Is Most Beautiful?,75673,309,22,Top 10 Today,Sep 19 2017,
https://www.youtube.com/watch?v=58_o88oHc50,Hottest Real Madrid WAGs 2017/18 - Who Is Most Beautiful?,405090,1392,140,Top 10 Today,Sep 4 2017,
https://www.youtube.com/watch?v=db8ZQofy6gM,,,,,,,
https://www.youtube.com/watch?v=6I2LDZFBiCM,Cristiano Ronaldo Jr's Fashion Style - Cristiano Ronaldo's Son!,1138840,8211,799,Top 10 Today,Dec 18 2017,
https://www.youtube.com/watch?v=ioUPcQJRXZQ,Hottest Manchester City WAGs 2017/18 - Who's Most Beautiful?,530157,1538,224,Top 10 Today,Aug 4 2017,
https://www.youtube.com/watch?v=TjaDnEiB1aw,Hottest Manchester United WAGs 2017/18 - Who's Most Beautiful?,228741,959,48,Top 10 Today,Aug 4 2017,
https://www.youtube.com/watch?v=6FNHe3kf8_s,Different Heaven - Nekozilla [NCS Release],45747579,612989,7235,NoCopyrightSounds,Aug 6 2015,17M
https://www.youtube.com/watch?v=HylyzTPfiQk,Paris Saint Germain Player Salaries 2017-18 - Who Is The Most Received?,77918,351,31,Top 10 Today,Oct 1 2017,
https://www.youtube.com/watch?v=TW9d8vYrVFQ,Elektronomia - Sky High [NCS Release],66371010,939645,14744,NoCopyrightSounds,Jan 2 2017,17M
https://www.youtube.com/watch?v=ADTFfzUUDzQ,Cristiano Ronaldo Jr - Cristiano Ronaldo's Son - NEXT LEGEND?,1634002,11151,782,Top 10 Today,Mar 9 2018,
https://www.youtube.com/watch?v=13ARO0HDZsQ,Different Heaven - Safe And Sound [NCS Release],11685479,181566,2648,NoCopyrightSounds,Dec 17 2016,17M
https://www.youtube.com/watch?v=8HXa-WvRiVo,10 Footballers Hairstyles | Then & Now | Who Changed Most?,265978,1437,147,Top 10 Today,Sep 19 2017,
https://www.youtube.com/watch?v=4OGk9zMQ-qk,Cristiano Ronaldo vs Lionel Messi vs Neymar Jr Transformation From 1 To 33 Years Old,2240704,,,Mirror of Years,May 12 2018,92K
https://www.youtube.com/watch?v=2qMSRko5cOM,Pele VS Maradona-Legendary Tricks and Skills!,2824068,10002,1191,FootballNerd,Dec 29 2015,7.9K
https://www.youtube.com/watch?v=enBR5LumrlA,Simple But Genius Fashion Hacks Made In My Bedroom: DIY Ideas by Crafty Panda,378141,6242,553,Crafty Panda,Jul 10 2018,170K
https://www.youtube.com/watch?v=kVTOLA_CuYo,Cristiano Ronaldo vs Cristiano Junior ● Fashion Style!,2232293,17414,1367,Top 10 Today,Dec 23 2017,
https://www.youtube.com/watch?v=shEBh4HwRC0,Top 10 RICHEST Football Players in 2018,5286391,21190,3397,Gym4men,Dec 16 2017,926K
https://www.youtube.com/watch?v=5-8AQrdXphs,MESSI 8 YEAR OLD THE BEST - NEW BALLON D'OR,9120344,20110,7019,KhrisMovies,Jul 9 2013,22K
https://www.youtube.com/watch?v=AdcVaK_CyVs,PES 2017 | Portugal VS Argentina | C.Ronaldo Free Kick Goal & Full Match | Gameplay PC,1409774,3873,763,Football Live,May 28 2017,
https://www.youtube.com/watch?v=HPkvcDbRdJc,Cristiano Ronaldo Jr - Crazy Skills & Goals | HD,6095577,25954,2032,OSJR20 HD,Dec 10 2017,128K
https://www.youtube.com/watch?v=lFTJvutQAYY,CRISTIANO RONALDO JR Bicycle Kick - Will he become the greatest football player |  Top 10 Today,474278,3708,313,Top 10 Today,Jun 9 2018,
https://www.youtube.com/watch?v=0hHF2Ulm62k,Brazil that was scary,6441816,42965,3654,SportsHD,Jun 26 2018,1.1M
https://www.youtube.com/watch?v=BziZqGJX-Qs,8 Things Ronaldo NEVER Did But Messi Can Do Them Easily ¡! ||HD||,876434,8284,1112,Messi Magic™,Mar 18 2018,770K
https://www.youtube.com/watch?v=7ZPNCsE0pa4,Top 5 Ronaldinho Victims ● Destroying Skills,19135730,59650,5356,HeilRJ Football Channel,Dec 22 2016,628K
https://www.youtube.com/watch?v=o7wc6asr81o,Gareth Bale -14 Sensational Goals That Will Impress You,3789956,62350,2367,SportsHD,May 28 2018,1.1M
https://www.youtube.com/watch?v=ag8XzSdW_JA,"10 Footballers Houses - Then and Now - Ronaldo, Neymar, Messi, ...etc",6482514,29229,3970,Gym4men,Sep 19 2017,926K
https://www.youtube.com/watch?v=DO6jlSnbf6I,Leo Messi and Antonella with Thiago & Mateo Messi | Lovely and Funny Moments ● 2017 || HD,866146,6252,342,FootFrenzy,Nov 25 2017,22K
https://www.youtube.com/watch?v=T_yRc4qj8Ag,Ronaldinho last game for seleçao before WC 2010 || 1/4/2009,5664048,7083,933,opadario,Feb 9 2010,5.6K
https://www.youtube.com/watch?v=RxwKTSJya-E,Ronaldinho Impossible To Forget ● Full Magical Skills Repertory,3877286,22396,1195,HeilRJ Football Channel,Nov 28 2017,628K
https://www.youtube.com/watch?v=n9wUuZnza1w,Cristiano Ronaldo's Son or Neymar's Son Davi Lucca | Who do you prefer? |  Top 10 Today,2175663,24375,1241,Top 10 Today,Jun 12 2018,
https://www.youtube.com/watch?v=FBmasuLDrZA,Real Madrid vs FC Barcelona 4-2 - La Liga 2004/2005 - All Goals & Full Highlights,8134692,13706,2441,GugaTV,Oct 11 2016,581K
https://www.youtube.com/watch?v=MAovMMKq_ak,Ronaldinho Destroying Skills & Tricks in Premier Futsal 2017,19713246,85690,5051,HeilRJ Football Channel,Sep 25 2017,628K
https://www.youtube.com/watch?v=dNWnG6HRnys,Ronaldinho & Lionel Messi vs Real Madrid (A) 2006/07 - La Liga 06-07 - By PedroPaulo10i,10328209,21980,4616,PedroPaulo10i,Nov 5 2017,44K
https://www.youtube.com/watch?v=9ALyGOP6618,Brasil 2002 ● Trio Mágico ● Ronaldo ● Rivaldo ● Ronaldinho,5061650,15373,1473,R.S Tudo Sobre Futebol,Mar 2 2017,356K
https://www.youtube.com/watch?v=LE9_SBvoaZY,Tobu - Rollercoaster,907378,21465,277,Tobu,Mar 28 2017,961K
https://www.youtube.com/watch?v=X-tjeVjMWmQ,17 Magic Tricks That You Can Do,763959,6813,659,Troom Troom SELECT,Jul 9 2018,1.9M
https://www.youtube.com/watch?v=nEKKF0mlV2E,Rocket League - TOP 10 GOALS OF THE WEEK #34,1170485,20194,488,TommyT999,Jan 19 2017,650K
https://www.youtube.com/watch?v=GR55DcdZA-k,"Futbolistas Famosos Y sus Dobles ● Neymar,Ronaldo,Messi,Zlatan",5107508,24918,2952,Depor HD,Nov 6 2017,17K
https://www.youtube.com/watch?v=gB3_ICJYBEc,"Club Classic: Messi, Barca rout Neymar, Santos",1657041,5643,1055,FIFATV,Dec 8 2015,6.4M
https://www.youtube.com/watch?v=wjU8j2bj3RY,Russia v Croatia - 2018 FIFA World Cup Russia™ - Match 59,13716345,79747,5499,FIFATV,Jul 7 2018,6.4M
https://www.youtube.com/watch?v=6C6oOcDFmLY,France v Argentina - 2018 FIFA World Cup Russia™ - Match 50,20446730,116395,8384,FIFATV,Jun 30 2018,6.4M
https://www.youtube.com/watch?v=EOgtthq5x9A,"World Cup Highlights: Argentina - Nigeria, USA 1994",4436747,8521,1778,FIFATV,Jun 24 2014,6.4M
https://www.youtube.com/watch?v=3axl6JVrdNs,Uruguay Vs Ghana And The Second Hand Of God (EXCLUSIVE),1910834,7184,1087,FIFATV,May 12 2018,6.4M
https://www.youtube.com/watch?v=Lh6isHCMEi0,FORTNITE DANCES IN REAL LIFE! *NEW* FORTNITE DANCES! Fortnite Funny Moments! (Fortnite Highlights),4256592,39622,5410,Cinema Of Gaming,Jun 3 2018,294K
https://www.youtube.com/watch?v=lE2vmdJ2Wj4,Match 36: Spain v Morocco - FIFA Futsal World Cup 2016,648625,2286,251,FIFATV,Sep 18 2016,6.4M
https://www.youtube.com/watch?v=ziMCBTpZSJE,Messi and Argentina blow past Koreans,1431717,3234,621,FIFATV,Aug 5 2012,6.4M
https://www.youtube.com/watch?v=MUfh1d_RSOQ,Four-goal French too good for Canucks,1336797,3389,597,FIFATV,Jun 8 2012,6.4M
https://www.youtube.com/watch?v=U1DZqSLVMrg,"Brazil v. Germany, Canada 2014 HIGHLIGHTS",1152819,2711,531,FIFATV,Aug 25 2016,6.4M
https://www.youtube.com/watch?v=BpbzfY3U5p4,"Most Epic Goals Behind The Net ft. C.Ronaldo, L.Messi, Neymar Jr",1010645,9746,450,Wrzzer,Apr 7 2018,2.5M
https://www.youtube.com/watch?v=OKjV2SQfKrw,Korea Republic v Germany - 2018 FIFA World Cup Russia™ - Match 43,24809333,184102,14603,FIFATV,Jun 27 2018,6.4M
https://www.youtube.com/watch?v=4rp2aLQl7vg,Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3,56447919,400288,33772,FIFATV,Jun 15 2018,6.4M
https://www.youtube.com/watch?v=Wr7-HtVlAdI,Sweden v England - 2018 FIFA World Cup Russia™ - Match 60,7477555,41991,3203,FIFATV,Jul 7 2018,6.4M
https://www.youtube.com/watch?v=_YK4o-Gbppg,Uruguay v France - 2018 FIFA World Cup Russia™ - Match 57,10951405,57366,4501,FIFATV,Jul 6 2018,6.4M
https://www.youtube.com/watch?v=a7IMPsyQg6k,BRAZIL v GERMANY (1:7) - 2014 FIFA World Cup™,2526940,15313,1956,FIFATV,Apr 26 2018,6.4M
https://www.youtube.com/watch?v=hcM5n71XmBo,Argentina v Croatia - 2018 FIFA World Cup Russia™ - Match 23,16580729,118401,10016,FIFATV,Jun 21 2018,6.4M
https://www.youtube.com/watch?v=fJeJuc27ggE,Belgium v Japan - 2018 FIFA World Cup Russia™ - Match 54,16031078,96676,5631,FIFATV,Jul 2 2018,6.4M
https://www.youtube.com/watch?v=gHPke43iqNg,Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51,12091314,70566,6604,FIFATV,Jul 1 2018,6.4M
https://www.youtube.com/watch?v=4e9a3KptfC0,Germany v Sweden - 2018 FIFA World Cup Russia™ - Match 27,15607024,104942,6235,FIFATV,Jun 23 2018,6.4M
https://www.youtube.com/watch?v=sEtVNlzYAqQ,Portugal v Morocco - 2018 FIFA World Cup Russia™ - Match 19,12246549,60881,4873,FIFATV,Jun 20 2018,6.4M
https://www.youtube.com/watch?v=C9zGtEcloX4,Thuram - Zero to Hero (EXCLUSIVE),450450,2570,255,FIFATV,Apr 17 2018,6.4M
https://www.youtube.com/watch?v=SSmS4DXt-vk,ARGENTINA v BELGIUM (1:0) - 2014 FIFA World Cup™,294035,1767,82,FIFATV,Apr 25 2018,6.4M
https://www.youtube.com/watch?v=9-QIE-xaueo,France v Peru - 2018 FIFA World Cup Russia™ - Match 21,8822700,31910,2902,FIFATV,Jun 21 2018,6.4M
https://www.youtube.com/watch?v=u3wfrhjoIJg,Tunisia v England - 2018 FIFA World Cup Russia™ - Match 14,11012145,42524,3248,FIFATV,Jun 18 2018,6.4M
https://www.youtube.com/watch?v=t8IK0ZqfxNI,Brazil v Belgium - 2018 FIFA World Cup Russia™ - Match 58,16273147,94345,11661,FIFATV,Jul 6 2018,6.4M
https://www.youtube.com/watch?v=u2v_mb5Xx00,Brazil v Costa Rica - 2018 FIFA World Cup Russia™ - Match 25,12591282,78281,5586,FIFATV,Jun 22 2018,6.4M
https://www.youtube.com/watch?v=6BSeFs40QOI,Germany v Mexico - 2018 FIFA World Cup Russia™ - Match 11,11570763,57292,3867,FIFATV,Jun 17 2018,6.4M
https://www.youtube.com/watch?v=RmlkAOwJ1gI,Nigeria v Argentina - 2018 FIFA World Cup Russia™ - Match 39,17751850,121531,9100,FIFATV,Jun 26 2018,6.4M
https://www.youtube.com/watch?v=N5F1hqWW_5w,England v Belgium - 2018 FIFA World Cup Russia™ - Match 45,10051759,45943,3180,FIFATV,Jun 28 2018,6.4M
https://www.youtube.com/watch?v=kPAIcIBtCtE,England v Panama - 2018 FIFA World Cup Russia™ - Match 30,7348202,36996,2194,FIFATV,Jun 24 2018,6.4M
https://www.youtube.com/watch?v=weQABLZTPR0,"World Cup Highlights: France - Switzerland, Germany 2006",322535,668,116,FIFATV,Jun 19 2014,6.4M
https://www.youtube.com/watch?v=auqyXFLZ_zw,Uruguay v Portugal - 2018 FIFA World Cup Russia™ - Match 49,19421323,96311,9410,FIFATV,Jun 30 2018,6.4M
https://www.youtube.com/watch?v=CGS_mbBZWos,Brazil v. Portugal - Match Highlights FIFA U-20 World Cup New Zealand 2015,907702,1831,287,FIFATV,Jun 13 2015,6.4M
https://www.youtube.com/watch?v=p-n7pejVsIo,PORTUGAL v GHANA (2:1) - 2014 FIFA World Cup™,568325,2148,315,FIFATV,Apr 19 2018,6.4M
https://www.youtube.com/watch?v=SDY1N-IJOA8,Russia v Saudi Arabia - 2018 FIFA World Cup Russia™ - MATCH 1,13871778,107096,7399,FIFATV,Jun 14 2018,6.4M
https://www.youtube.com/watch?v=AygUlfmQgBs,Russia v Egypt - 2018 FIFA World Cup Russia™ - Match 17,7931577,38026,2694,FIFATV,Jun 19 2018,6.4M
https://www.youtube.com/watch?v=wlFQvo4HrpU,100 BEST GOALS - FIFA Women’s World Cup™,73249,339,25,FIFATV,Feb 25 2015,6.4M
https://www.youtube.com/watch?v=3dWrKNrWbWQ,Brazil v Switzerland - 2018 FIFA World Cup Russia™ - Match 9,20690897,79213,11720,FIFATV,Jun 17 2018,6.4M
https://www.youtube.com/watch?v=2PqeXWNVkXI,Raising Their Game: An introduction,13663,90,4,FIFATV,May 31 2012,6.4M
https://www.youtube.com/watch?v=KuSJIQ_x028,HIGHLIGHTS: Australia v. Japan - FIFA Women's World Cup 2015,643437,1604,65,FIFATV,Jun 27 2015,6.4M
https://www.youtube.com/watch?v=ckyWlU45Cww,"MESSI: TOP 10 GOALS, 10 YEARS",5947596,25645,3957,FIFATV,Jun 13 2015,6.4M
https://www.youtube.com/watch?v=SGCTNR1ykOA,Five-star Young Nadeshiko thrash Brazil,121054,284,20,FIFATV,Apr 9 2013,6.4M
https://www.youtube.com/watch?v=QWtFe_CXe8I,HIGHLIGHTS: USA v. Germany - FIFA Women's World Cup 2015,1992572,5489,398,FIFATV,Jun 30 2015,6.4M
https://www.youtube.com/watch?v=IIci4TEqAFw,#TBT - Diego MARADONA - FIFA Classic Player,2942837,13370,1898,FIFATV,Oct 29 2015,6.4M
https://www.youtube.com/watch?v=M8DLvkh7qL8,FINAL HIGHLIGHTS: FIFA U-17 Women's World Cup 2010,195885,654,70,FIFATV,Sep 24 2015,6.4M
https://www.youtube.com/watch?v=Tdbl-UgN_MY,Koreans give Brazil the kiss off,3590331,9407,1304,FIFATV,May 28 2013,6.4M
https://www.youtube.com/watch?v=30VhT_4SxK0,USA trump Brazil in classic thriller,1499296,4698,438,FIFATV,Mar 21 2012,6.4M
https://www.youtube.com/watch?v=MpPO8xSaIUM,Japanese storm back to beat Swedes,428846,1000,49,FIFATV,Jul 27 2012,6.4M
https://www.youtube.com/watch?v=Z5duLMqezeI,"Korea Republic v. Nigeria, Canada 2014 HIGHLIGHTS",178977,339,60,FIFATV,Aug 23 2016,6.4M
https://www.youtube.com/watch?v=ZZgVJudIupw,Japanese icon Sawa hits hat-trick,159430,415,23,FIFATV,May 1 2012,6.4M
https://www.youtube.com/watch?v=Iec-2xAsFE4,HIGHLIGHTS: Nigeria v. USA - FIFA Women's World Cup 2015,568752,1282,69,FIFATV,Jun 16 2015,6.4M
https://www.youtube.com/watch?v=7ePK6l664UM,"Germany - Japan, 2011 Women's World Cup",834941,1709,144,FIFATV,Apr 17 2012,6.4M
https://www.youtube.com/watch?v=CqGZJvl3C0k,Match 30: Spain v Japan - FIFA Women's U17 World Cup 2016,137820,489,23,FIFATV,Oct 17 2016,6.4M
https://www.youtube.com/watch?v=Q3Qlm3C_CkQ,HIGHLIGHTS: Colombia v. Mexico - FIFA Women's World Cup 2015,420886,1015,45,FIFATV,Jun 9 2015,6.4M
https://www.youtube.com/watch?v=FNMTCT1lyhs,Emotional Japan stun USA in World Cup final,3304278,13871,1027,FIFATV,Jul 16 2012,6.4M
https://www.youtube.com/watch?v=RemoeV_MtNc,RONALDINHO: GENIUS ARRIVES,683895,1414,295,FIFATV,May 13 2013,6.4M
https://www.youtube.com/watch?v=aLoBNf25X3w,WOW! Is this the best flip-throw ever? Crazy assist!,2456146,8384,1298,FIFATV,May 6 2014,6.4M
https://www.youtube.com/watch?v=_YuO7YmtF-M,"Romario, Ronaldo turn on the style",793389,1878,392,FIFATV,Jun 25 2013,6.4M
https://www.youtube.com/watch?v=QrsB5klKir0,Match 23: Japan v USA - FIFA U-17 Women's World Cup 2016,218312,630,36,FIFATV,Oct 8 2016,6.4M
https://www.youtube.com/watch?v=-7OAscsUgXU,"U-20 World Cup FINAL: Argentina - Nigeria, Netherlands 2005",1021447,3474,296,FIFATV,Jun 24 2014,6.4M
https://www.youtube.com/watch?v=1d2dwFIHNK4,One to Eleven - The FIFA World Cup Film - Diego Maradona (EXCLUSIVE),273746,1249,163,FIFATV,May 9 2018,6.4M
https://www.youtube.com/watch?v=2S-_sM9OlP4,"Andrés  Escobar,  'Life  Doesn't  End  Here'",266745,1918,139,FIFATV,May 31 2018,6.4M
https://www.youtube.com/watch?v=FnV_ezpSMI0,Brazil v Czechoslovakia - The Final - 1962 FIFA World Cup Chile™,28986,467,12,FIFATV,Apr 6 2018,6.4M
https://www.youtube.com/watch?v=UrShGg-NO_I,Senegal's Sensational 2002 World Cup Journey (EXCLUSIVE),277078,1514,139,FIFATV,May 20 2018,6.4M
https://www.youtube.com/watch?v=hYXjfHE-_Ow,ARGENTINA v BOSNIA AND HERZEGOVINA (2:1) - 2014 FIFA World Cup™,1307492,4293,920,FIFATV,Apr 18 2018,6.4M
https://www.youtube.com/watch?v=mV7HZSq0gXE,COLOMBIA v URUGUAY (2:0) - 2014 FIFA World Cup™,719234,3205,272,FIFATV,Apr 23 2018,6.4M
https://www.youtube.com/watch?v=U-OjcdcYsE4,BRAZIL v NETHERLANDS (0:3) - 2014 FIFA World Cup™,692600,3260,214,FIFATV,Apr 28 2018,6.4M
https://www.youtube.com/watch?v=C0dxwYdJIfo,Classy Oezil blast makes difference,548281,2652,109,FIFATV,Aug 30 2012,6.4M
https://www.youtube.com/watch?v=5_iIW2DZ8nc,Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52,9993480,47065,3382,FIFATV,Jul 1 2018,6.4M
https://www.youtube.com/watch?v=4uYNVrhxbiw,A fantastic goal each for Brazil and Italy,336579,,,FIFATV,Jan 29 2013,6.4M
https://www.youtube.com/watch?v=y4SeAfCg7-o,Colombia v Japan - 2018 FIFA World Cup Russia™ - Match 16,12036257,59677,3777,FIFATV,Jun 19 2018,6.4M
https://www.youtube.com/watch?v=mZYvjzH9GVw,HIGHLIGHTS: Germany v. France - FIFA Women's World Cup 2015,1074715,2331,296,FIFATV,Jun 26 2015,6.4M
https://www.youtube.com/watch?v=th31KujkciA,USA's dynamic duo beat France in the end,499568,1267,68,FIFATV,Oct 16 2012,6.4M
https://www.youtube.com/watch?v=dlJE2r_gEM0,Ronaldo breaks up German party,2228945,9604,1007,FIFATV,Jan 12 2015,6.4M
https://www.youtube.com/watch?v=4-lZrAb3CO4,Match 7: Brazil v Tahiti - FIFA Beach Soccer World Cup 2017,4449041,13328,1730,FIFATV,Apr 28 2017,6.4M
https://www.youtube.com/watch?v=3bUXod2mYlE,"Brazil 2:1 Uruguay, FIFA Confederations Cup 2013",1646003,4899,458,FIFATV,Jan 29 2014,6.4M
https://www.youtube.com/watch?v=pAUGJpu6FKo,BRAZIL v COLOMBIA (2:1) - 2014 FIFA World Cup™,1054847,4830,506,FIFATV,Apr 25 2018,6.4M
https://www.youtube.com/watch?v=TBmOMziLNcU,#TBT - Johan CRUYFF - FIFA Classic Player,665256,4513,168,FIFATV,Oct 15 2015,6.4M
https://www.youtube.com/watch?v=rMH25OmLrfM,Germany hit exhilarating form,16181,75,8,FIFATV,Sep 14 2012,6.4M
https://www.youtube.com/watch?v=2K9Z79VpnsY,USA deny German rally to win U-20 crown,118850,323,21,FIFATV,Oct 4 2013,6.4M
https://www.youtube.com/watch?v=2-CS169akqU,PELÉ - FIFA Classic Player,2314956,20064,991,FIFATV,Nov 19 2017,6.4M
https://www.youtube.com/watch?v=gCsRos4Zp2A,Dancing Swedes shock USA,760590,1622,205,FIFATV,Jul 4 2012,6.4M
https://www.youtube.com/watch?v=3NxAB8hm_eo,Ronaldo's memorable goal just one of seven,7737742,31178,2550,FIFATV,Jun 14 2012,6.4M
